date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:07:22	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2020%20May%202018%2010:07:22%20GMT	https://m.facebook.com/a/language.php?l=pt_BR&lref=https%3A%2F%2Fm.facebook.com%2F&gfid=AQD52HkRl9uxKuIn	C:/My%20Web%20Sites/facbook/m.facebook.com/a/languagecd59.php	(from https://m.facebook.com/language.php?n=https%3A%2F%2Fm.facebook.com%2F&refid=8)
11:07:23	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2020%20May%202018%2010:07:23%20GMT	https://m.facebook.com/a/language.php?l=en_GB&lref=https%3A%2F%2Fm.facebook.com%2F&gfid=AQDGVSZ3UIZqwqQb	C:/My%20Web%20Sites/facbook/m.facebook.com/a/languageaa54.php	(from https://m.facebook.com/language.php?n=https%3A%2F%2Fm.facebook.com%2F&refid=8)
11:07:23	54780/54780	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20May%202018%2010:07:23%20GMT	https://m.facebook.com/?refsrc=https%3A%2F%2Fm.facebook.com%2Flanguage.php&_rdr	C:/My%20Web%20Sites/facbook/m.facebook.com/index0521.html	(from https://m.facebook.com/language.php?n=https%3A%2F%2Fm.facebook.com%2F&refid=8)
11:07:23	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2020%20May%202018%2010:07:23%20GMT	https://m.facebook.com/a/language.php?l=pl_PL&lref=https%3A%2F%2Fm.facebook.com%2F&gfid=AQD3JkSByhhEut2Q	C:/My%20Web%20Sites/facbook/m.facebook.com/a/language7652.php	(from https://m.facebook.com/language.php?n=https%3A%2F%2Fm.facebook.com%2F&refid=8)
11:07:23	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2020%20May%202018%2010:07:23%20GMT	https://m.facebook.com/a/language.php?l=es_LA&lref=https%3A%2F%2Fm.facebook.com%2F&gfid=AQBzzizdpG5cclLh	C:/My%20Web%20Sites/facbook/m.facebook.com/a/language9ed8.php	(from https://m.facebook.com/language.php?n=https%3A%2F%2Fm.facebook.com%2F&refid=8)
11:07:23	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2020%20May%202018%2010:07:23%20GMT	https://m.facebook.com/a/language.php?l=fr_FR&lref=https%3A%2F%2Fm.facebook.com%2F&gfid=AQCBjJtluYYFL0vf	C:/My%20Web%20Sites/facbook/m.facebook.com/a/language0695.php	(from https://m.facebook.com/language.php?n=https%3A%2F%2Fm.facebook.com%2F&refid=8)
11:07:24	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2020%20May%202018%2010:07:24%20GMT	https://m.facebook.com/a/language.php?l=it_IT&lref=https%3A%2F%2Fm.facebook.com%2F&gfid=AQAJCzepMN5xB0I2	C:/My%20Web%20Sites/facbook/m.facebook.com/a/language0df3.php	(from https://m.facebook.com/language.php?n=https%3A%2F%2Fm.facebook.com%2F&refid=8)
11:07:24	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2020%20May%202018%2010:07:24%20GMT	https://m.facebook.com/a/language.php?l=lt_LT&lref=https%3A%2F%2Fm.facebook.com%2F&gfid=AQA3w9tc7i_wvVhC	C:/My%20Web%20Sites/facbook/m.facebook.com/a/languageffcc.php	(from https://m.facebook.com/language.php?n=https%3A%2F%2Fm.facebook.com%2F&refid=8)
11:07:24	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2020%20May%202018%2010:07:24%20GMT	https://m.facebook.com/a/language.php?l=ro_RO&lref=https%3A%2F%2Fm.facebook.com%2F&gfid=AQBeizFt6AT1Eic2	C:/My%20Web%20Sites/facbook/m.facebook.com/a/language3f72.php	(from https://m.facebook.com/language.php?n=https%3A%2F%2Fm.facebook.com%2F&refid=8)
11:07:24	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2020%20May%202018%2010:07:24%20GMT	https://m.facebook.com/a/language.php?l=zh_CN&lref=https%3A%2F%2Fm.facebook.com%2F&gfid=AQCcj8TE5ciso006	C:/My%20Web%20Sites/facbook/m.facebook.com/a/languagef395.php	(from https://m.facebook.com/language.php?n=https%3A%2F%2Fm.facebook.com%2F&refid=8)
